CASO,TIPOCASO,FECHACREADO,FECHAPORAPROBAR,SEDEUSUARIO,NOMBREGRUPORESOLUTOR,VENCIDO,RECHAZADO,SATISFACCION,CASO
SR4072504,SR,8-ago-24,27-sep-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,OPERACIONES TI,No,No,0,1
SR3723927,SR,26-dic-23,10-ene-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,null,No,No,0,1
SR4071282,SR,6-ago-24,30-oct-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4171756,SR,4-oct-24,29-oct-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3908146,SR,24-abr-24,24-abr-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4074036,SR,9-ago-24,13-sep-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3945872,SR,20-may-24,20-may-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA GUAYABAL CALLE 2,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4180214,SR,10-oct-24,18-nov-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA GUAYABAL CALLE 2,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3907573,SR,24-abr-24,24-abr-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4212998,SR,2-nov-24,2-nov-24,ALIMENTOS CARNICOS - MEDELLIN - MULTICOMPANIA GUAYABAL CALLE 2,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3829799,SR,5-mar-24,5-mar-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3840009,SR,11-mar-24,28-ago-24,SERVICIOS NUTRESA - PLANTA BOGOTA CHOCOLATES,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4004360,SR,26-jun-24,4-jul-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,4,1
SR4038831,SR,18-jul-24,18-jul-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4139024,SR,16-sep-24,16-sep-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4139020,SR,16-sep-24,16-sep-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4139009,SR,16-sep-24,16-sep-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3893936,SR,17-abr-24,17-abr-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4156697,SR,26-sep-24,26-sep-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3807533,SR,21-feb-24,21-feb-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3879594,SR,10-abr-24,10-abr-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4036340,SR,17-jul-24,17-jul-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4057440,SR,30-jul-24,30-jul-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4089486,SR,20-ago-24,20-ago-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4260025,SR,5-dic-24,5-dic-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4048058,SR,24-jul-24,24-jul-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3867786,SR,3-abr-24,3-abr-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4091637,SR,21-ago-24,21-ago-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3801307,SR,19-feb-24,19-feb-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4016082,SR,4-jul-24,4-jul-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4271893,SR,16-dic-24,16-dic-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3932445,SR,10-may-24,10-may-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4011384,SR,2-jul-24,2-jul-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,Si,5,1
SR3851490,SR,19-mar-24,19-mar-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3920054,SR,2-may-24,2-may-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3772056,SR,31-ene-24,31-ene-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3896779,SR,19-abr-24,19-abr-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3845055,SR,14-mar-24,14-mar-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4153031,SR,25-sep-24,25-sep-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4213708,SR,5-nov-24,5-nov-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3971200,SR,6-jun-24,6-jun-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3764088,SR,25-ene-24,25-ene-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3776162,SR,2-feb-24,2-feb-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4256580,SR,3-dic-24,3-dic-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4046108,SR,23-jul-24,23-jul-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4129000,SR,10-sep-24,10-sep-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3752669,SR,17-ene-24,19-ene-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4124510,SR,9-sep-24,9-sep-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3765701,SR,26-ene-24,26-ene-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4118225,SR,5-sep-24,5-sep-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4197843,SR,24-oct-24,24-oct-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4069763,SR,6-ago-24,6-ago-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3863319,SR,1-abr-24,1-abr-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3962502,SR,30-may-24,30-may-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4143853,SR,19-sep-24,19-sep-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3767670,SR,29-ene-24,29-ene-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4224567,SR,13-nov-24,13-nov-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4159368,SR,30-sep-24,30-sep-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4081827,SR,14-ago-24,14-ago-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3878831,SR,10-abr-24,10-abr-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3738695,SR,9-ene-24,10-ene-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4249719,SR,28-nov-24,28-nov-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4063248,SR,2-ago-24,2-ago-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3867798,SR,3-abr-24,3-abr-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR3817500,SR,28-feb-24,28-feb-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4099779,SR,26-ago-24,26-ago-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,CONECTIVIDAD LINEA DATASCAN,No,No,5,1
SR4267277,SR,10-dic-24,11-dic-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,PLATAFORMAS TI COMPUNET,No,No,0,1
SR4211661,SR,1-nov-24,12-nov-24,BOGOTA Centro Empresarial 106,ACO DISPONIBILIDAD,No,No,0,1
SR3948345,SR,21-may-24,21-may-24,HELADOS BON - REPUBLICA DOMINICANA,HELADOS BON GERENCIA DE TI,No,No,4,1
SR3753559,SR,17-ene-24,23-feb-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3842294,SR,12-mar-24,25-mar-24,BOGOTA Centro Empresarial 106,null,No,No,4,1
SR3914129,SR,29-abr-24,6-may-24,MEALS DE COLOMBIA - BOGOTA - OFICINAS,null,No,No,0,1
SR3724459,SR,26-dic-23,3-ene-24,Aliados comerciales alternativos - aca mexico,PLATAFORMAS TI COMPUNET,No,No,0,1
SR4177119,SR,8-oct-24,7-nov-24,MEALS DE COLOMBIA - BOGOTA - PLANTA HELADOS,IMPRESION LEXMARK COLOMBIA NUTRESA,Si,No,0,1
SR3755313,SR,18-ene-24,18-ene-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4217729,SR,6-nov-24,6-nov-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4121870,SR,6-sep-24,6-sep-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3851981,SR,19-mar-24,19-mar-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4104142,SR,28-ago-24,28-ago-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3964275,SR,31-may-24,31-may-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4121758,SR,6-sep-24,6-sep-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4121776,SR,6-sep-24,6-sep-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4121748,SR,6-sep-24,6-sep-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4121734,SR,6-sep-24,6-sep-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3750332,SR,15-ene-24,15-ene-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4004903,SR,26-jun-24,26-jun-24,ALIMENTOS CARNICOS - BOGOTA- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3778454,SR,5-feb-24,5-feb-24,ALIMENTOS CARNICOS - BOGOTA- REGIONAL CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4006111,SR,27-jun-24,27-jun-24,ALIMENTOS CARNICOS - BOGOTA- REGIONAL CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4002419,SR,25-jun-24,25-jun-24,ALIMENTOS CARNICOS - BOGOTA- REGIONAL CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4219058,SR,7-nov-24,7-nov-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - SEDE ADMINISTRATIVA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4262534,SR,6-dic-24,6-dic-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4145849,SR,20-sep-24,20-sep-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4172579,SR,7-oct-24,7-oct-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4246478,SR,26-nov-24,26-nov-24,INDUSTRIA DE ALIMENTOS ZENU - MEDELLIN - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3778656,SR,5-feb-24,5-feb-24,SERVICIOS NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3855909,SR,21-mar-24,21-mar-24,MOLINOS SANTA MARTA - PLANTA BUGA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4215863,SR,5-nov-24,7-nov-24,COMERCIAL NUTRESA - MEDELLIN- REGIONAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3771424,SR,30-ene-24,30-ene-24,SERVICIOS NUTRESA - IBAGUE,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3974231,SR,7-jun-24,11-jun-24,OPPERAR COLOMBIA - PASTO- MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3958355,SR,27-may-24,27-may-24,COMERCIAL NUTRESA - PASTO- MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3952493,SR,23-may-24,23-may-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3879942,SR,10-abr-24,10-abr-24,MEALS DE COLOMBIA - PASTO - MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4241425,SR,21-nov-24,21-nov-24,COMERCIAL NUTRESA - PEREIRA- OPERADOR LOGISTICO,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4119918,SR,5-sep-24,5-sep-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4058379,SR,30-jul-24,30-jul-24,COMERCIAL NUTRESA - PEREIRA- OPERADOR LOGISTICO,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4155965,SR,26-sep-24,26-sep-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4182414,SR,11-oct-24,11-oct-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4012347,SR,2-jul-24,2-jul-24,COMERCIAL NUTRESA - PEREIRA- OPERADOR LOGISTICO,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4039178,SR,18-jul-24,18-jul-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4109051,SR,30-ago-24,30-ago-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,4,1
SR4244799,SR,25-nov-24,25-nov-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4115523,SR,3-sep-24,3-sep-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4004625,SR,26-jun-24,26-jun-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4068230,SR,5-ago-24,5-ago-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4094659,SR,22-ago-24,22-ago-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4144548,SR,19-sep-24,19-sep-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3941746,SR,16-may-24,16-may-24,COMERCIAL NUTRESA - PEREIRA- OPERADOR LOGISTICO,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4023091,SR,8-jul-24,8-jul-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4052809,SR,26-jul-24,26-jul-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4121833,SR,6-sep-24,6-sep-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4173453,SR,7-oct-24,7-oct-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4131888,SR,11-sep-24,11-sep-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,Si,0,1
SR4194686,SR,22-oct-24,22-oct-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4126314,SR,9-sep-24,9-sep-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4198259,SR,24-oct-24,24-oct-24,COMERCIAL NUTRESA - PEREIRA- OPERADOR LOGISTICO,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4160764,SR,30-sep-24,30-sep-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4090333,SR,20-ago-24,20-ago-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4188397,SR,17-oct-24,17-oct-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3976287,SR,11-jun-24,11-jun-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4251496,SR,29-nov-24,29-nov-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4246656,SR,26-nov-24,26-nov-24,COMERCIAL NUTRESA - PEREIRA- OPERADOR LOGISTICO,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4165169,SR,1-oct-24,1-oct-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3924144,SR,3-may-24,3-may-24,SERVICIOS NUTRESA - DOSQUEBRADAS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4152208,SR,24-sep-24,24-sep-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4219007,SR,7-nov-24,7-nov-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4086033,SR,16-ago-24,16-ago-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4206374,SR,29-oct-24,29-oct-24,COMERCIAL NUTRESA - PEREIRA- OPERADOR LOGISTICO,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4236665,SR,19-nov-24,19-nov-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4264276,SR,9-dic-24,9-dic-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,4,1
SR3993421,SR,19-jun-24,19-jun-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4078980,SR,12-ago-24,12-ago-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4135395,SR,13-sep-24,13-sep-24,COMERCIAL NUTRESA - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4143179,SR,18-sep-24,18-sep-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4190242,SR,18-oct-24,18-oct-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4033789,SR,15-jul-24,15-jul-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4064550,SR,2-ago-24,2-ago-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4009374,SR,28-jun-24,28-jun-24,ALIMENTOS CARNICOS - PEREIRA,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4176348,SR,7-oct-24,7-oct-24,GESTION CARGO ZONA FRANCA - CARTAGENA,MESA DE SERVICIOS SAP,No,No,5,1
SR4266131,SR,10-dic-24,10-dic-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,MESA DE SERVICIOS SAP,No,No,5,1
SR3873079,SR,5-abr-24,5-abr-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4209400,SR,30-oct-24,30-oct-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3956244,SR,25-may-24,25-may-24,ALIMENTOS CARNICOS - MEDELLIN MULTICOMPANIA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3824789,SR,1-mar-24,2-mar-24,OPPERAR COLOMBIA - CARTAGENA- OPPERAR,MESA DE SERVICIOS OFIMATICA,No,No,0,1
SR4194031,SR,22-oct-24,22-oct-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3987500,SR,15-jun-24,15-jun-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3913577,SR,29-abr-24,10-may-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4242510,SR,22-nov-24,22-nov-24,COMPANIA DE GALLETAS NOEL - MEDELLIN - PLANTA NOEL,SOPORTE PLATAFORMAS SAP,No,No,0,1
SR4084221,SR,15-ago-24,15-ago-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR4206606,SR,29-oct-24,29-oct-24,DISTRIBUIDORA POPS - NICARAGUA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3923924,SR,3-may-24,6-may-24,TROPICAL COFFEE COMPANY - MEDELLIN,MESA DE SERVICIOS SAP,No,No,0,1
SR3801282,SR,19-feb-24,19-feb-24,COMERCIAL NUTRESA - BOGOTA- REGIONAL COMERCIAL,MESA DE SERVICIOS SAP,No,No,5,1
SR3945677,SR,20-may-24,20-may-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR3797419,SR,15-feb-24,15-feb-24,ALIMENTOS CARNICOS - ENVIGADO- PLANTA CARNICOS,SOPORTE TECNICO A USUARIOS,No,No,0,1
SR4164450,SR,1-oct-24,1-oct-24,SERVICIOS NUTRESA - MEDELLIN- PLANTA NOEL,MESA DE SERVICIOS SAP,No,No,5,1
SR4009198,SR,28-jun-24,28-jun-24,GESTION CARGO ZONA FRANCA - CARTAGENA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3946339,SR,20-may-24,20-may-24,GESTION CARGO ZONA FRANCA - CARTAGENA,SOPORTE TECNICO A USUARIOS,No,No,4,1
SR3740569,SR,9-ene-24,9-ene-24,COMERCIAL NUTRESA - PEREIRA- OPERADOR LOGISTICO,MESA DE SERVICIOS SAP,No,No,5,1
SR4199769,SR,25-oct-24,25-oct-24,INDUSTRIAS ALIADAS - IBAGUE - PLANTA,SOPORTE TECNICO A USUARIOS,No,No,5,1
SR3852866,SR,19-mar-24,19-mar-24,ALIMENTOS CARNICOS - LA CEJA- PLANTA CARNICOS,null,No,No,5,1
SR3836335,SR,8-mar-24,8-mar-24,ALIMENTOS CARNICOS - MEDELLIN- MULTICOMPANIA GUAYABAL,SOPORTE TECNICO A USUARIOS,No,No,0,1
